Id_tag,Id,Name,Algorithms,Difficulty
4365,234C,Weather,dp;implementation,1300
4366,234B,Reading,sortings,1000
4367,234A,Lefthanders and Righthanders,implementation,1200
4368,233B,Non-square Equation,binary search;brute force;math,1500
4369,233A,Perfect Permutation,implementation;math,800
4370,232E,Quick Tortoise,bitmasks;divide and conquer;dp,2900
4371,232D,Fence,binary search;data structures;string suffix structures,2700
4372,232C,Doe Graphs,constructive algorithms;divide and conquer;dp;graphs;shortest paths,2700
4373,232B,Table,bitmasks;combinatorics;dp;math,2200
4374,232A,Cycles,binary search;constructive algorithms;graphs;greedy,1800
4375,231E,Cactus,data structures;dfs and similar;dp;graphs;trees,2400
4376,231D,Magic Box,brute force;geometry,1600
4377,231C,To Add or Not to Add,binary search;sortings;two pointers,1700
4378,231B,"Magic, Wizardry and Wonders",constructive algorithms;greedy,1600
4379,231A,Team,brute force;greedy,800
4380,230B,T-primes,binary search;implementation;math;number theory,1300
4381,230A,Dragons,greedy;sortings,1000
4382,229E,Gifts,combinatorics;dp;math;probabilities,2500
4383,229D,Towers,dp;greedy;two pointers,2000
4384,229C,Triangles,combinatorics;graphs;math,2100
4385,229B,Planets,binary search;data structures;graphs;shortest paths,1900
4386,229A,Shifts,brute force;two pointers,1600
4387,228E,The Road to Berland is Paved With Good Intentions,2-sat;dfs and similar;dsu;graphs,2000
4388,228D,Zigzag,data structures,2300
4389,228C,Fractal Detector,dp;hashing,2200
4390,228B,Two Tables,brute force;implementation,1400
4391,228A,Is your horseshoe on the other hoof?,implementation,800
4392,227B,Effective Approach,implementation,1100
4393,227A,Where do I Turn?,geometry,1400
4394,226E,Noble Knight's Path,data structures;trees,2900
4395,226D,The table,constructive algorithms;greedy,2100
4396,226C,Anniversary,data structures;implementation;math;matrices;number theory,2100
4397,226B,Naughty Stone Piles,greedy,2000
4398,226A,Flying Saucer Segments,math,1500
4399,225E,Unsolvable,math;number theory,2100
4400,225D,Snake,bitmasks;dfs and similar;graphs;implementation,2300
4401,225C,Barcode,dp;matrices,1800
4402,225B,Well-known Numbers,binary search;greedy;number theory,1600
4403,225A,Dice Tower,constructive algorithms;greedy,1200
4404,224B,Array,bitmasks;implementation;two pointers,1500
4405,224A,Parallelepiped,brute force;geometry;math,1100
4406,223E,Planar Graph,flows;geometry;graphs,3000
4407,223D,Spider,geometry;graphs,3000
4408,223C,Partial Sums,combinatorics;math;number theory,2200
4409,223B,Two Strings,data structures;dp;strings,2000
4410,223A,Bracket Sequence,data structures;expression parsing;implementation,1800
4411,222E,Decoding Genome,dp;matrices,2000
4412,222D,Olympiad,binary search;greedy;sortings;two pointers,1800
4413,222C,Reducing Fractions,implementation;math;number theory;sortings,2000
4414,222B,Cosmic Tables,data structures;implementation,1300
4415,222A,Shooshuns and Sequence,brute force;implementation,1200
4416,221B,Little Elephant and Numbers,implementation,1300
4417,221A,Little Elephant and Function,implementation;math,1000
4418,220E,Little Elephant and Inversions,data structures;two pointers,2400
4419,220D,Little Elephant and Triangle,geometry;math,2500
4420,220C,Little Elephant and Shifts,data structures,2300
4421,220B,Little Elephant and Array,constructive algorithms;data structures,1900
4422,220A,Little Elephant and Problem,implementation;sortings,1400
4423,219E,Parking Lot,data structures,2500
4424,219D,Choosing Capital for Treeland,dfs and similar;dp;graphs;trees,1900
4425,219C,Color Stripe,brute force;dp;greedy,1600
4426,219B,Special Offer! Super Price 999 Bourles!,implementation,1500
4427,219A,k-String,implementation;strings,1100
4428,218B,Airport,implementation,1100
4429,218A,Mountain Scenery,brute force;constructive algorithms;implementation,1100
4430,217E,Alien DNA,data structures;dsu;trees,2700
4431,217D,Bitonix' Patrol,bitmasks;brute force;combinatorics;dfs and similar;math,2800
4432,217C,Formurosa,divide and conquer;dp;expression parsing,2500
4433,217B,Blackboard Fibonacci,brute force;math,2200
4434,217A,Ice Skating,brute force;dfs and similar;dsu;graphs,1400
4435,216E,Martian Luck,math;number theory,2300
4436,216D,Spider's Web,binary search;sortings;two pointers,1800
4437,216C,Hiring Staff,greedy,1800
4438,216B,Forming Teams,dfs and similar;implementation,1700
4439,216A,Tiling with Hexagons,implementation;math,1300
4440,215E,Periodical Numbers,combinatorics;dp;number theory,2600
4441,215D,Hot Days,greedy,1800
4442,215C,Crosses,brute force;implementation,2100
4443,215B,Olympic Medal,greedy;math,1300
4444,215A,Bicycle Chain,brute force;implementation,1000
4445,214B,Hometask,brute force;constructive algorithms;greedy;math,1600
4446,214A,System of Equations,brute force,1000
4447,213E,Two Permutations,data structures;hashing;strings,2600
4448,213D,Stars,constructive algorithms;geometry,2200
4449,213C,Relay Race,dp,2100
4450,213B,Numbers,combinatorics;dp,2200
4451,213A,Game,dfs and similar;greedy,1800
4452,212E,IT Restaurants,dfs and similar;dp;trees,1800
4453,212D,Cutting a Fence,binary search;data structures;dsu,2400
4454,212C,Cowboys,combinatorics;dp;math,2200
4455,212B,Polycarpus is Looking for Good Substrings,bitmasks;hashing;implementation,2300
4456,212A,Privatization,flows;graphs,2700
4457,209C,Trails and Glades,constructive algorithms;dsu;graphs;greedy,2400
4458,209B,Pixels,constructive algorithms;math,2200
4459,209A,Multicolored Marbles,dp;math,1700
4460,208E,Blood Cousins,binary search;data structures;dfs and similar;trees,2400
4461,208D,"Prizes, Prizes, more Prizes",implementation,1200
4462,208C,Police Station,dp;graphs;shortest paths,1900
4463,208B,Solitaire,dfs and similar;dp,1800
4464,208A,Dubstep,strings,1100
4465,207D9,The Beaver's Problem - 3,null,2400
4466,207D8,The Beaver's Problem - 3,null,2300
4467,207D7,The Beaver's Problem - 3,null,2400
4468,207D6,The Beaver's Problem - 3,null,2300
4469,207D5,The Beaver's Problem - 3,null,2300
4470,207D4,The Beaver's Problem - 3,null,2200
4471,207D3,The Beaver's Problem - 3,null,2100
4472,207D2,The Beaver's Problem - 3,null,2000
4473,207D10,The Beaver's Problem - 3,null,2700
4474,207D1,The Beaver's Problem - 3,null,1900
4475,207C3,Game with Two Trees,data structures,2700
4476,207C2,Game with Two Trees,null,2500
4477,207C1,Game with Two Trees,null,2400
4478,207B3,Military Trainings,null,2200
4479,207B2,Military Trainings,null,1900
4480,207B1,Military Trainings,null,1700
4481,207A3,Beaver's Calculator 1.0,greedy,2000
4482,207A2,Beaver's Calculator 1.0,greedy,1800
4483,207A1,Beaver's Calculator 1.0,greedy,1600
4484,205B,Little Elephant and Sorting,brute force;greedy,1400
4485,205A,Little Elephant and Rozdil,brute force;implementation,1000
4486,204E,Little Elephant and Strings,data structures;implementation;string suffix structures;two pointers,2800
4487,204D,Little Elephant and Retro Strings,dp,2400
4488,204C,Little Elephant and Furik and Rubik,math;probabilities,2200
4489,204B,Little Elephant and Cards,binary search;data structures,1600
4490,204A,Little Elephant and Interval,binary search;combinatorics;dp,1600
4491,203E,Transportation,greedy;sortings;two pointers,2400
4492,203D,Hit Ball,geometry;implementation;math,1700
4493,203C,Photographer,greedy;sortings,1400
4494,203B,Game on Paper,brute force;implementation,1400
4495,203A,Two Problems,brute force;implementation,1200
4496,202B,Brand New Easy Problem,brute force,1700
4497,202A,LLPS,binary search;bitmasks;brute force;greedy;implementation;strings,900
4498,201E,Thoroughly Bureaucratic Organization,binary search;combinatorics,2600
4499,201D,Brand New Problem,bitmasks;brute force;dp,2500
4500,201C,Fragile Bridges,dp,2200
4501,201B,Guess That Car!,math;ternary search,2000
4502,201A,Clear Symmetry,constructive algorithms;dp;math,1700
4503,200E,Tractor College,implementation;math;number theory;ternary search,2200
4504,200D,Programming Language,binary search;brute force;expression parsing;implementation,1800
4505,200C,Football Championship,brute force;implementation,1700
4506,200B,Drinks,implementation;math,700
4507,200A,Cinema,brute force;data structures,2600
4508,199B,Special Olympics,geometry,1900
4509,199A,Hexadecimal's theorem,brute force;constructive algorithms;implementation;number theory,1000
4510,198E,Gripping Story,binary search;data structures;sortings,2400
4511,198D,Cube Snake,constructive algorithms,2700
4512,198C,Delivering Carcinogen,binary search;geometry,2500
4513,198B,Jumping on Walls,shortest paths,1700
4514,198A,About Bacteria,implementation;math,1700
4515,197B,Limit,math,1400
4516,197A,Plate Game,constructive algorithms;games;math,1600
4517,196E,Opening Portals,dsu;graphs;shortest paths,2500
4518,196D,The Next Good String,data structures;greedy;hashing;strings,2600
4519,196C,Paint Tree,constructive algorithms;divide and conquer;geometry;sortings;trees,2400
4520,196B,Infinite Maze,dfs and similar;graphs,1900
4521,196A,Lexicographically Maximum Subsequence,greedy;strings,1200
4522,195E,Building Forest,data structures;dsu;graphs,2200
4523,195D,Analyzing Polyline,geometry;math;sortings,1900
4524,195C,Try and Catch,expression parsing;implementation,1700
4525,195B,After Training,data structures;implementation;math,1300
4526,195A,Let's Watch Football,binary search;brute force;math,1100
4527,194B,Square,math,1300
4528,194A,Exams,implementation;math,1000
4529,193E,Fibonacci Number,brute force;math;matrices,2900
4530,193D,Two Segments,data structures,2800
4531,193C,Hamming Distance,constructive algorithms;greedy;math;matrices,2400
4532,193B,Xor,brute force,2100
4533,193A,Cutting Figure,constructive algorithms;graphs;trees,1700
4534,192B,Walking in the Rain,brute force;implementation,1100
4535,192A,Funky Numbers,binary search;brute force;implementation,1300
4536,191E,Thwarting Demonstrations,binary search;data structures;trees,2200
4537,191D,Metro Scheme,graphs;greedy,2800
4538,191C,Fools and Roads,data structures;dfs and similar;trees,2100
4539,191B,Demonstration,greedy,1800
4540,191A,Dynasty Puzzles,dp,1600
4541,190E,Counter Attack,data structures;dsu;graphs;hashing;sortings,2300
4542,190D,Non-Secret Cypher,two pointers,1900
4543,190C,STL,dfs and similar,1700
4544,190B,Surrounded,geometry,1600
4545,190A,Vasya and the Bus,greedy;math,1300
4546,189B,Counting Rhombi,brute force;math,1400
4547,189A,Cut Ribbon,brute force;dp,1300
4548,188H,Stack,*special problem;expression parsing;implementation,1900
4549,188G,Array Sorting,*special problem;implementation,1700
4550,188F,Binary Notation,*special problem;implementation,1600
4551,188E,HQ9+,*special problem;implementation,1500
4552,188D,Asterisks,*special problem;implementation,1400
4553,188C,LCM,*special problem;implementation;math,1400
4554,188B,A + Reverse B,*special problem;implementation,1400
4555,188A,Hexagonal Numbers,*special problem,1200
4556,187E,Heaven Tour,data structures;greedy,2800
4557,187D,BRT Contract,data structures,2700
4558,187C,Weak Memory,dfs and similar;dsu,2100
4559,187B,AlgoRace,dp;shortest paths,1900
4560,187A,Permutations,greedy,1600
4561,186B,Growing Mushrooms,greedy;sortings,1200
4562,186A,Comparing Strings,implementation;strings,1200
4563,185E,Soap Time! - 2,binary search;data structures,2900
4564,185D,Visit of the Great,math;number theory,2600
4565,185C,Clever Fat Rat,dp,2300
4566,185B,Mushroom Scientists,math;ternary search,1900
4567,185A,Plant,math,1300
4568,183E,Candy Shop,greedy,2700
4569,183D,T-shirt,dp;greedy;probabilities,2800
4570,183C,Cyclic Coloring,dfs and similar,2200
4571,183B,Zoo,brute force;geometry,1700
4572,183A,Headquarters,constructive algorithms;math,1900
4573,182E,Wooden Fence,dp,1800
4574,182D,Common Divisors,brute force;hashing;implementation;math;strings,1400
4575,182C,Optimal Sum,data structures;greedy,2300
4576,182B,Vasya's Calendar,implementation,1000
4577,182A,Battlefield,geometry;graphs;implementation;shortest paths,2300
4578,181B,Number of Triplets,binary search;brute force,1300
4579,181A,Series of Crimes,brute force;geometry;implementation,800
4580,180F,Mathematical Analysis Rocks!,constructive algorithms;implementation;math,1300
4581,180E,Cubes,binary search;dp;two pointers,1700
4582,180D,Name,greedy;strings,2000
4583,180C,Letter,dp,1400
4584,180B,Divisibility Rules,math;number theory,2300
4585,180A,Defragmentation,implementation,1800
4586,178F3,Representative Sampling,null,2600
4587,178F2,Representative Sampling,dp;sortings;strings,2400
4588,178F1,Representative Sampling,null,2100
4589,178E3,The Beaver's Problem - 2,null,2400
4590,178E2,The Beaver's Problem - 2,null,2200
4591,178E1,The Beaver's Problem - 2,null,2100
4592,178D3,Magic Squares,null,2200
4593,178D2,Magic Squares,null,2200
4594,178D1,Magic Squares,null,1500
4595,178C3,Smart Beaver and Resolving Collisions,null,2000
4596,178C2,Smart Beaver and Resolving Collisions,null,2000
4597,178C1,Smart Beaver and Resolving Collisions,null,1600
4598,178B3,Greedy Merchants,null,1900
4599,178B2,Greedy Merchants,null,1700
4600,178B1,Greedy Merchants,null,1600
4601,178A3,Educational Game,greedy,1200
4602,178A2,Educational Game,greedy,1000
4603,178A1,Educational Game,null,1000
4604,177G2,Fibonacci Strings,matrices;strings,2400
4605,177G1,Fibonacci Strings,strings,2300
4606,177F2,Script Generation,null,2300
4607,177F1,Script Generation,null,1800
4608,177E2,Space Voyage,binary search,1900
4609,177E1,Space Voyage,binary search,1700
4610,177D2,Encrypting Messages,data structures,1500
4611,177D1,Encrypting Messages,brute force,1200
4612,177C2,Party,brute force;dfs and similar;dsu;graphs,1500
4613,177C1,Party,dfs and similar;dsu;graphs,1500
4614,177B2,Rectangular Game,number theory,1200
4615,177B1,Rectangular Game,number theory,1000
4616,177A2,Good Matrix Elements,implementation,700
4617,177A1,Good Matrix Elements,implementation,700
4618,176E,Archaeology,data structures;dfs and similar;trees,3000
4619,176D,Hyper String,dp,2500
4620,176C,Playing with Superglue,combinatorics;constructive algorithms,2000
4621,176B,Word Cut,dp,1900
4622,176A,Trading Business,greedy;sortings,1500
4623,175F,Gnomes of Might and Magic,data structures;graphs;implementation;shortest paths,3000
4624,175E,Power Defence,brute force;dp;geometry;greedy,2500
4625,175D,Plane of Tanks: Duel,brute force;dp;math;probabilities,2400
4626,175C,Geometry Horse,greedy;implementation;sortings;two pointers,1600
4627,175B,Plane of Tanks: Pro,implementation,1400
4628,175A,Robot Bicorn Attack,brute force;implementation,1400
4629,174C,Range Increments,data structures;greedy,1800
4630,174B,File List,dp;greedy;implementation,1500
4631,174A,Problem About Equation,math,1200
4632,173E,Camping Groups,data structures;sortings,2600
4633,173D,Deputies,constructive algorithms;graphs;greedy;implementation,2400
4634,173C,Spiral Maximum,brute force;dp,1800
4635,173B,Chamber of Secrets,dfs and similar;shortest paths,1800
4636,173A,Rock-Paper-Scissors,implementation;math,1300
4637,172E,BHTML+BCSS,*special problem;dfs and similar;expression parsing,2500
4638,172D,Calendar Reform,*special problem;number theory,1900
4639,172C,Bus,*special problem;implementation;sortings,1900
4640,172B,Pseudorandom Sequence Period,*special problem;implementation;number theory,1800
4641,172A,Phone Code,*special problem;brute force;implementation,1600
4642,171H,A polyline,*special problem;implementation,2200
4643,171G,Mysterious numbers - 2,*special problem,2000
4644,171F,ucyhf,*special problem;brute force;implementation;number theory,1700
4645,171E,MYSTERIOUS LANGUAGE,*special problem,2000
4646,171D,Broken checker,*special problem;brute force,1400
4647,171C,A Piece of Cake,*special problem;implementation,2100
4648,171B,Star,*special problem;combinatorics,1300
4649,171A,Mysterious numbers - 1,*special problem;constructive algorithms,1200
4650,169B,Replacing Digits,greedy,1200
4651,169A,Chores,sortings,900
4652,168B,Wizards and Minimal Spell,implementation;strings,1700
4653,168A,Wizards and Demonstration,implementation;math,1000
4654,167E,Wizards and Bets,dfs and similar;graphs;math;matrices,2900
4655,167D,Wizards and Roads,data structures;divide and conquer;graph matchings;graphs;greedy,2900
4656,167C,Wizards and Numbers,games;math,2400
4657,167B,Wizards and Huge Prize,dp;math;probabilities,2000
4658,167A,Wizards and Trolleybuses,implementation,1600
4659,166E,Tetrahedron,dp;math;matrices,1500
4660,166D,Shoe Store,dp;graph matchings;greedy;sortings;two pointers,2400
4661,166C,Median,greedy;math;sortings,1500
4662,166B,Polygons,geometry;sortings,2000
4663,166A,Rank List,binary search;implementation;sortings,1200
4664,165E,Compatible Numbers,bitmasks;brute force;dfs and similar;dp,2100
4665,165D,Beard Graph,data structures;dsu;trees,2200
4666,165C,Another Problem on Strings,binary search;brute force;dp;math;strings;two pointers,1600
4667,165B,Burning Midnight Oil,binary search;implementation,1500
4668,165A,Supercentral Point,implementation,1100
4669,164E,Polycarpus and Tasks,null,3100
4670,164D,Minimum Diameter,binary search;brute force,2900
4671,164C,Machine Programming,flows;graphs,2400
4672,164B,Ancient Berland Hieroglyphs,two pointers,2300
4673,164A,"Variable, or There and Back Again",dfs and similar;graphs,2000
4674,163E,e-Government,data structures;dfs and similar;dp;strings;trees,2800
4675,163D,Large Refrigerator,brute force,2800
4676,163C,Conveyor,sortings;two pointers,2200
4677,163B,Lemmings,binary search,2100
4678,163A,Substring and Subsequence,dp,1900
4679,162J,Brackets,*special problem,2400
4680,162I,Truncatable primes,*special problem,2500
4681,162H,Alternating case,*special problem,2300
4682,162G,Non-decimal sum,*special problem,2500
4683,162F,Factorial zeros,*special problem,2100
4684,162E,HQ9+,*special problem,2000
4685,162D,Remove digits,*special problem,1900
4686,162C,Prime factorization,*special problem,2200
4687,162B,Binary notation,*special problem,1800
4688,162A,Pentagonal numbers,*special problem;implementation,1400
4689,161E,Polycarpus the Safecracker,brute force;dp,2400
4690,161D,Distance in Tree,dfs and similar;dp;trees,1800
4691,161C,Abracadabra,divide and conquer,2400
4692,161B,Discounts,constructive algorithms;greedy;sortings,1700
4693,161A,Dress'em in Vests!,binary search;brute force;greedy;two pointers,1300
4694,160E,Buses and People,binary search;data structures;sortings,2400
4695,160D,Edges in MST,dfs and similar;dsu;graphs;sortings,2500
4696,160C,Find Pair,implementation;math;sortings,1700
4697,160B,Unlucky Ticket,greedy;sortings,1200
4698,160A,Twins,greedy;sortings,1000
4699,159E,Zebra Tower,*special problem;data structures;greedy;sortings,2100
4700,159D,Palindrome pairs,*special problem;brute force;dp;strings,2000
4701,159C,String Manipulation 1.0,*special problem;binary search;brute force;data structures;strings,2000
4702,159B,Matchmaker,*special problem;greedy;sortings,1800
4703,159A,Friends or Not,*special problem;greedy;implementation,1700
4704,158E,Phone Talks,*special problem;dp;sortings,2300
4705,158D,Ice Sculptures,*special problem;brute force;number theory,1900
4706,158C,Cd and pwd commands,*special problem;data structures;implementation,1900
4707,158B,Taxi,*special problem;greedy;implementation,1800
4708,158A,Next Round,*special problem;implementation,1800
4709,157B,Trace,geometry;sortings,1100
4710,157A,Game Outcome,brute force,1100
4711,156E,Mrs. Hudson's Pancakes,brute force;dp,2900
4712,156D,Clues,combinatorics;graphs,2400
4713,156C,Cipher,combinatorics;dp,2100
4714,156B,Suspects,constructive algorithms;data structures;implementation,1800
4715,156A,Message,brute force,1700
4716,155B,Combination,greedy;sortings,1200
4717,155A,I_love_\%username\%,brute force,900
4718,154E,Martian Colony,geometry,2900
4719,154D,Flatland Fencing,games;math,2300
4720,154C,Double Profiles,graphs;hashing;sortings,2300
4721,154B,Colliders,math;number theory,1700
4722,154A,Hometask,greedy,1700
4723,153E,Euclidean Distance,*special problem,2200
4724,153D,Date Change,*special problem,2300
4725,153C,Caesar Cipher,*special problem,2200
4726,153B,Binary notation,*special problem,1800
4727,153A,A + B,*special problem,1600
4728,152E,Garden,bitmasks;dp;graphs;trees,2400
4729,152D,Frames,brute force,2500
4730,152C,Pocket Book,combinatorics,1500
4731,152B,Steps,binary search;implementation,1400
4732,152A,Marks,implementation,1100
4733,151B,Phone Numbers,implementation;strings,1300
4734,151A,Soft Drinking,implementation;math,900
4735,150E,Freezing with Style,binary search;data structures;divide and conquer;trees,3000
4736,150D,Mission Impassable,dp;strings,2600
4737,150C,Smart Cheater,data structures;math;probabilities,2300
4738,150B,Quantity of Strings,combinatorics;dfs and similar;graphs;math,1800
4739,150A,Win or Freeze,games;math;number theory,1600
4740,149E,Martian Strings,string suffix structures;strings,2200
4741,149D,Coloring Brackets,dp,2200
4742,149C,Division into Teams,greedy;math;sortings,1500
4743,149B,Martian Clock,implementation,1600
4744,149A,Business trip,greedy;implementation;sortings,1100
4745,148E,Porcelain,dp,2000
4746,148D,Bag of mice,dp;games;math;probabilities,1900
4747,148C,Terse princess,constructive algorithms;greedy,1700
4748,148B,Escape,implementation;math,1500
4749,148A,Insomnia cure,constructive algorithms;implementation;math,900
4750,147B,Smile House,binary search;graphs;matrices,2300
4751,147A,Punctuation,implementation;strings,1300
4752,146B,Lucky Mask,brute force;implementation,1300
4753,146A,Lucky Ticket,implementation,1000
4754,145E,Lucky Queries,data structures,2400
4755,145D,Lucky Pair,combinatorics;data structures;implementation,2800
4756,145C,Lucky Subsequence,combinatorics;dp;math,2200
4757,145B,Lucky Number 2,constructive algorithms,1800
4758,145A,Lucky Conversion,greedy;implementation,1300
4759,144E,Competition,data structures;greedy,2300
4760,144D,Missile Silos,data structures;dfs and similar;graphs;shortest paths,1900
4761,144C,Anagram Search,implementation;strings,1500
4762,144B,Meeting,implementation,1300
4763,144A,Arrival of the General,implementation,900
4764,143B,Help Kingdom of Far Far Away 2,implementation;strings,1200
4765,143A,Help Vasilisa the Wise 2,brute force;math,1200
4766,142E,Help Greg the Dwarf 2,geometry,3000
4767,142D,Help Shrek and Donkey 2,games,2600
4768,142C,Help Caretaker,brute force;dp,2300
4769,142B,Help General,constructive algorithms;greedy;implementation,1900
4770,142A,Help Farmer,brute force;math,1700
4771,141E,Clearing Up,constructive algorithms;dp;dsu;graphs,2600
4772,141D,Take-off Ramps,graphs;shortest paths,2400
4773,141C,Queue,constructive algorithms;greedy;sortings,1800
4774,141B,Hopscotch,geometry;math,1400
4775,141A,Amusing Joke,implementation;sortings;strings,900
4776,140F,New Year Snowflake,geometry;sortings,2600
4777,140E,New Year Garland,combinatorics;dp,2600
4778,140D,New Year Contest,greedy;sortings,1800
4779,140C,New Year Snowmen,binary search;data structures;greedy,1800
4780,140B,New Year Cards,brute force;greedy;implementation,1800
4781,140A,New Year Table,geometry;math,1700
4782,139B,Wallpaper,implementation;math,1600
4783,139A,Petr and Book,implementation,1200
4784,138E,Hellish Constraints,brute force;dp;two pointers,2900
4785,138D,World of Darkraft,dp;games,2500
4786,138C,Mushroom Gnomes - 2,binary search;data structures;probabilities;sortings,2500
4787,138B,Digits Permutations,greedy,2200
4788,138A,Literature Lesson,implementation,1600
4789,137E,Last Chance,data structures;implementation;strings,2000
4790,137D,Palindromes,dp;strings,1900
4791,137C,History,sortings,1500
4792,137B,Permutation,greedy,1100
4793,137A,Postcards and photos,implementation,1000
4794,136B,Ternary Logic,implementation;math,1200
4795,136A,Presents,implementation,700
4796,135E,Weak Subsequence,combinatorics,2800
4797,135D,Cycle,brute force;dfs and similar;implementation,2400
4798,135C,Zero-One,constructive algorithms;games;greedy,2000
4799,135B,Rectangle and Square,brute force;geometry;math,1600
4800,135A,Replacement,greedy;implementation;sortings,1400
4801,134C,Swaps,constructive algorithms;graphs;greedy,2200
4802,134B,Pairs of Numbers,brute force;dfs and similar;math;number theory,1800
4803,134A,Average Numbers,brute force;implementation,1300
4804,133B,Unary,implementation,1200
4805,133A,HQ9+,implementation,900
4806,132E,Bits of merry old England,flows;graphs,2600
4807,132D,Constants in the language of Shakespeare,constructive algorithms;dp;greedy,2100
4808,132C,Logo Turtle,dp,1900
4809,132B,Piet,implementation,2000
4810,132A,Turing Tape,implementation,1300
4811,131F,Present to Mom,binary search;two pointers,2200
4812,131E,Yet Another Task with Queens,sortings,1800
4813,131D,Subway,dfs and similar;graphs,1600
4814,131C,The World is a Theatre,combinatorics;math,1500
4815,131B,Opposites Attract,implementation;math,1300
4816,131A,cAPS lOCK,implementation;strings,1100
4817,130J,Date calculation,*special problem,2300
4818,130I,Array sorting,*special problem;sortings,2400
4819,130H,Balanced brackets,*special problem,1900
4820,130G,CAPS LOCK ON,*special problem,1800
4821,130F,Prime factorization,*special problem,1900
4822,130E,Tribonacci numbers,*special problem,1800
4823,130D,Exponentiation,*special problem,1700
4824,130C,Decimal sum,*special problem,1500
4825,130B,Gnikool Ssalg,*special problem;implementation;strings,1500
4826,130A,Hexagonal numbers,*special problem;implementation,1300
4827,129B,Students and Shoelaces,brute force;dfs and similar;graphs;implementation,1200
4828,129A,Cookies,implementation,900
4829,128E,Birthday,geometry;math,2900
4830,128D,Numbers,constructive algorithms;implementation,2000
4831,128C,Games with Rectangle,combinatorics;dp,2100
4832,128B,String,brute force;constructive algorithms;hashing;implementation;string suffix structures;strings,2200
4833,128A,Statues,dfs and similar,1500
4834,127B,Canvas Frames,implementation,1200
4835,127A,Wasted Time,geometry,1000
4836,126E,Pills,brute force;flows,3100
4837,126D,Fibonacci Sums,dp;math,2200
4838,126C,E-reader Display,constructive algorithms;greedy,2200
4839,126B,Password,binary search;dp;hashing;string suffix structures;strings,1800
4840,126A,Hot Bath,binary search;brute force;math,1900
4841,125E,MST Company,binary search;graphs,2400
4842,125D,Two progressions,constructive algorithms;greedy,2000
4843,125C,Hobbits' Party,constructive algorithms;greedy,1700
4844,125B,Simple XML,implementation,1300
4845,125A,Measuring Lengths in Baden,math,1400
4846,124B,Permutations,brute force;combinatorics;implementation,1400
4847,124A,The number of positions,math,1000
4848,123E,Maze,dfs and similar;dp;probabilities;trees,2600
4849,123D,String,string suffix structures,2300
4850,123C,Brackets,combinatorics;dp;greedy,2300
4851,123B,Squares,math,1900
4852,123A,Prime Permutation,implementation;number theory;strings,1600
4853,122B,Lucky Substring,brute force;implementation,1100
4854,122A,Lucky Division,brute force;number theory,1000
4855,121E,Lucky Array,data structures,2300
4856,121D,Lucky Segments,binary search;implementation;two pointers,2400
4857,121C,Lucky Permutation,brute force;combinatorics;number theory,2000
4858,121B,Lucky Transformation,strings,1600
4859,121A,Lucky Sum,implementation,1400
4860,120J,Minimum Sum,divide and conquer;geometry;sortings,2000
4861,120I,Luck is in Numbers,greedy,2300
4862,120H,Brevity is Soul of Wit,graph matchings,1900
4863,120G,Boom,implementation,1800
4864,120F,Spiders,dp;greedy;trees,1500
4865,120E,Put Knight!,games,1500
4866,120D,Three Sons,brute force,1400
4867,120C,Winnie-the-Pooh and honey,implementation;math,1100
4868,120B,Quiz League,implementation,1100
4869,120A,Elevator,brute force;implementation;math,1000
4870,119E,Alternative Reality,geometry,2800
4871,119D,String Transformation,hashing;strings,2500
4872,119C,Education Reform,dp,2000
4873,119B,Before Exam,constructive algorithms;implementation;sortings,1700
4874,119A,Epic Game,implementation,1000
4875,118E,Bertown roads,dfs and similar;graphs,2100
4876,118D,Caesar's Legions,dp,1800
4877,118C,Fancy Number,brute force;greedy;sortings;strings,1700
4878,118B,Present from Lena,constructive algorithms;implementation,1100
4879,118A,String Task,implementation;strings,1100
4880,117E,Tree or not Tree,data structures;divide and conquer;implementation;trees,2800
4881,117D,Not Quick Transformation,divide and conquer;math,2400
4882,117C,Cycle,dfs and similar;graphs,2000
4883,117B,Very Interesting Game,brute force;number theory,1700
4884,117A,Elevator,implementation;math,1400
4885,116B,Little Pigs and Wolves,greedy;implementation,1300
4886,116A,Tram,implementation,800
4887,115E,Linear Kingdom Races,data structures;dp,2400
4888,115D,Unambiguous Arithmetic Expression,dp;expression parsing,2600
4889,115C,Plumber,math,2400
4890,115B,Lawnmower,greedy;sortings,1600
4891,115A,Party,dfs and similar;graphs;trees,1300
4892,114B,PFAST Inc.,bitmasks;brute force;graphs,1500
4893,114A,Cifera,math,1100
4894,113E,Sleeping,combinatorics;implementation;math,2600
4895,113D,Museum,math;matrices;probabilities,2500
4896,113C,Double Happiness,brute force;math;number theory,2200
4897,113B,Petr#,brute force;data structures;hashing;strings,1900
4898,113A,Grammar Lessons,implementation;strings,1600
4899,112B,Petya and Square,implementation;math,1300
4900,112A,Petya and Strings,implementation;strings,900
4901,111E,Petya and Rectangle,null,3000
4902,111D,Petya and Coloring,combinatorics;dp,2300
4903,111C,Petya and Spiders,bitmasks;dp;dsu,2100
4904,111B,Petya and Divisors,binary search;data structures;number theory,1900
4905,111A,Petya and Inequiations,greedy,1500
4906,110B,Lucky String,constructive algorithms;strings,1100
4907,110A,Nearly Lucky Number,implementation,800
4908,109E,Lucky Interval,brute force;math,2600
